category,title,coverageDynasty,displayMaterials,displayMeasurements,subject,description,formatImage,creatorAuthor,sourceLocation
绘画,赵孟坚墨兰图卷,南宋,纸,纵34.5cm，横90.2cm。,花鸟,本幅款署“彜齋趙子固仍賦”。钤“子固寫生”一印。墨兰是赵孟坚善画的题材。画面上绘墨兰二株，呈放射状的长叶参差错落，分合交叉，俯仰伸展。自题诗曰：“六月湘衡暑氣蒸，幽香一噴冰人清。曾將移入浙西種，一歲才華一兩莖。”诗中表露了作者孤高脱俗的思想境界。图中运笔柔中带刚，花朵及兰草叶均一笔点划，土坡用飞白笔轻拂，略加点苔。兰叶皆用淡墨，花蕊墨色微浓，变化含蓄，形成墨色对比。画虽为水墨，但格调高雅，“远胜着色”。其好友周密曾云：“赵孟坚墨兰最得其好，其叶如铁花，茎亦佳，……前人无此作也。”清卞永誉《式古堂书画汇考》、吴升《大观录》、安岐《墨缘汇观》、吴修《青霞馆论画绝句》等书著录。,https://img.dpm.org.cn/Uploads/Picture/2017/03/31/s58de16b06f3a8.jpg,赵孟坚,故宫博物院
绘画,赵孟頫秀石疏林图卷,元,纸,纵27.5cm，横62.8cm。,山水,赵孟頫绘竹石，强调“以书法入画”，此幅绘古木新篁生于平坡秀石之间，以飞白法画石，以篆书法绘树，纯用水墨表现，是其“书画同源”之理论在绘画实践中的具体体现，也是元代文人画最有代表性的作品之一。尾纸自题七言绝句：“石如飞白木如籀，写竹还于八法通。若也有人能会此，方知书画本来同。”这是赵孟頫关于绘画与书法笔墨相通之理论的名句，对后世文人画的影响至深。,https://img.dpm.org.cn/Uploads/tupianyingxiang/null-新00147132-赵孟頫秀石疏林图卷-全形_201741421216.jpg,赵孟頫,故宫博物院
绘画,赵孟頫浴马图卷,元,绢,纵28.5cm，横154cm。,花鸟,图中绘夏日疏林间，奚官在水塘为骏马洗浴纳凉的情景。人物与马各具姿态，生动自然，相互呼应，营造了一个轻松的氛围。人物衣纹流畅，树木坡石勾勒简练，色不掩墨，青绿与浅绛结合，色彩清丽雅致。本幅款识：“子昂为和之作”。另有清乾隆帝御题诗一首，钤“几暇怡情”、“乾隆宸翰”印。引首为乾隆御书“青溪龙跃”。尾纸有王稚登、宋献题跋。,https://img.dpm.org.cn/Uploads/Picture/2017/03/31/s58de16cebcd25.jpg,赵孟頫,故宫博物院
绘画,赵孟頫幽篁戴胜图卷,元,绢,纵25.4cm，横36.2cm。,花鸟,此幅绘一只戴胜鸟栖于竹枝之上，回首顾盼，神情警惕。竹枝采用双勾法，戴胜采用没骨法绘出并淡设赭黄色。画面敷色明净，笔法谨细。工致的画风秉承了北宋画院的画法，但“幽篁”的画法采用了书法用笔，显示了画家对文人情趣的追求。在赵孟頫的流传作品中花鸟画最为少见，此幅应为其早年之作。此件作品曾经清初大收藏家梁清标和乾隆内府收藏，《石渠宝笈续编·御书房》著录。,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58defe50d9b71.jpg,赵孟頫,故宫博物院
绘画,赵孟頫人骑图卷,元,纸,纵30cm，横52cm。,人物,《石渠宝笈续编》著录贮淳化轩七玺全本幅绘一戴官帽腰系玉带的红袍青年男子骑于马背之上，男子微有髭须，左手牵缰，右手持鞭，右脚轻踩马镫，神态优雅自足。马匹孔健有力，左前蹄微起，呈行进之势。画面布局、人物形象和马匹写实画法，都深受唐代画马图影响。此图元代收藏情况不明。赵孟頫弟赵孟籲在作于大德三年（1299年）的题跋中说“每一展卷，不能去手”，此卷似曾经其收藏。赵孟頫孙赵麟至正二十六年（一三六六）的题跋显示，元末此卷藏于平江（今苏州）城内。入明后，有安国、袁梦鲤、项元汴等人收藏印记。明清之际入王时敏之手，又经其子康熙朝大学士王掞收藏，后入清内府。此卷汇集了赵孟頫弟赵孟籲、侄赵由辰、子赵雍和赵奕、孙赵麟赵氏家族五人的题跋，在赵孟頫的书画作品中并不多见。后隔水自题一段，又有赵孟籲、赵雍、赵奕、赵由辰、赵麟、倪渊、宇文公谅、也先溥化、程郇、陈润祖、何颐贞、释文信、朱景渊、清乾隆帝等题跋。有安国、袁梦鲤、项元汴、王时敏、王掞等收藏印记。著录于《寓意编》《穰梨馆过眼录》。,https://img.dpm.org.cn/Uploads/Picture/2017/10/31/s59f7d254da425.jpg,赵孟頫,故宫博物院
绘画,赵孟頫水村图卷,元,纸,纵24.9cm，横120.5cm。,山水,本幅款识：“大德六年十一月望日，为钱德钧作。子昂。”下钤“赵氏子昂”朱文印。本幅有清乾隆皇帝诗题两段，乾隆、嘉庆内府藏印及“楞伽真赏”等收藏印26方，半印8方。引首为清乾隆皇帝弘历所书“清华”二大字，并钤乾隆印鉴4方。前后隔水有“宣统御览之宝”、“古稀天子”等收藏印9方。尾纸题跋：“后一月，德钧持此图见示，则已装成轴矣。一时信手涂抹，乃过辱珍重如此，极令人惭愧。子昂题。”钤“赵氏子昂”、“松雪斋”印二方。并诗题：“向来写意思卜居，住处只今成画图。胸中本自渺江海，主人相挽写分湖。邓楀题。”钤“觉非斋”朱文印。另有觉非叟、无名氏、顾天祥等人题记总计56段。此图卷作于元大德六年（1302年），赵孟頫时年49岁，这是他最后一幅可靠的纪年作品。赵孟頫以水墨写江南水乡平远开阔的景色，从用笔到构图都受到董源的影响，但董源的画法已完全融入赵孟頫的个人风格之中，于不经意间表现出来。山用披麻皴画出，景物以平远的形式展开。渴笔较多，用笔松秀含蓄，“写”的意味较浓，体现了书法的审美趣味。画家借景抒情，表现了一种静穆的心态和对“平淡天真”的追求。此图重要之处在于其对元画独特风格的形成产生了较大的影响，由此可见赵孟頫在开创元、明、清文人画潮流中所起的重要作用。此图卷曾为董其昌所收藏，后收入清内府。《铁网珊瑚》、《清河书画舫》、《式古堂书画汇考》、《石渠宝笈初编》等书著录。,https://img.dpm.org.cn/Uploads/tupianyingxiang/赵孟頫水村图卷.jpg,赵孟頫,故宫博物院
绘画,赵孟頫秋郊饮马图卷,元,,,人物,赵孟頫作，绢本，设色，纵23.6cm，横59cm。本幅右上方自书“秋郊飲馬圖”五字，左上方署款“皇慶元年十一月，子昂”。知此图为赵孟頫58岁作。赵孟頫擅长人马图，总体追求刻意写实，一笔不苟。具体画风有两类：一是宗唐人韩干之法，马尚丰肥，用色华丽，衬以山水树石背景，人、马、景合为一体；一是仿北宋李公麟之作，笔墨清淡，着力于线条，注重描法与形象、质感的统一，不施色彩，以墨代色加以轻染。人马画中的人物均著唐装，风格既具“复古”的唐画之韵，又带浓郁的文人气息，有一定的创新性。此图属仿唐人的工笔设色画法。清秋郊野，欀老脈?鷈?脈?,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58defe50d8cdf.jpg,赵孟頫,故宫博物院
绘画,赵左山水图扇页,明,金笺,纵14.8cm，横43.9cm。,山水,扇页有自题：“甲辰秋日，华亭赵左。”钤“赵左之印”白文印。“甲辰”是万历三十二年（1603）。图绘柳溪放舟的江南水乡。构图以平远为主，通过层层推进的手法，表现远中近景，首先由近景的芦苇推出狭长的河道，涟漪的水面上一高士驾舟独行，悠然自得，点出逍遥游的主题。河道向后又推出沙坡土地，其上生长有一排排茂密的柳树，柳叶相互交叠，一派兴盛的景致。柳树之后可见房舍及远山，表明此处是可居可游的高士遁隐之地。全图景物虽多，却错落有致，疏密有序，显示出作者对空间层次的掌控力和繁而不乱的表现力。是赵左成熟期的细笔山水代表作。,https://img.dpm.org.cn/Uploads/Picture/dc/60611[1024].jpg,赵左,故宫博物院
绘画,赵昌写生蛱蝶图卷,北宋,纸,纵27.7cm，横91cm。,花鸟,画卷上无作者款印。尾纸处有元代冯子振、赵岩题诗，明代董其昌题跋及清代乾隆帝御题诗一首。钤宋贾似道“魏国公印”、“秋壑”、“台州房务抵当库记”（官府印），元仁宗爱育黎拔力八达之姊鲁国大长公主“皇姊图书”，明“典礼纪察司印”（洪武时官印），清梁清标“蕉林居士”、“棠邨”及清乾隆、嘉庆帝收藏印。因董其昌在该图上题跋：“赵昌写生曾入御府，元时赐大长公主者屡见冯海粟跋，此其一也”，遂将此幅作品定为赵昌所画。图绘群蝶恋花的田园小景。轻灵振翅的蛱蝶起舞于画幅的上半部；秋花枯芦摇曳于画卷的底边。在物象表现上，作者用双勾填色法画土坡、草丛、蛱蝶。其勾线富于顿挫和粗细变化，墨色亦有浓淡轻重之分，敷色积染多层，特别是蛱蝶的翅翼更因积染而色彩浓艳厚重，从而与主要以植物色染就的草叶形成“轻”与“重”的对比。图中蛱蝶的形象最为传神，作者逼真地刻画了蛱蝶之翼薄如绢纱的质感、绚丽斑斓的花纹和蛱蝶细如发丝的根根须脚。传神的笔墨展示了作者深厚的写生功底，使本图成为研究古代蝶种的形象资料。作者不愧有“写生赵昌”的美誉。著录于清内府《石渠宝笈》。此图流传有绪。通过图上所钤印文可知，它最早为南宋权相贾似道收藏，德祐年时，贾似道以卖国获罪，此卷遂被官府没收。入元后，它为元仁宗爱育黎拔力八达之姊鲁国大长公主所收藏。明初，被内府典礼纪察司收存。清代，它转入大收藏家梁清标之手，旋即又归入清内府，备受乾隆皇帝赏识。晚清宣统时又流入民间，为伪满“国兵”朱国恩抢得，存放于吉林长春的家中。1952年东北文化部组织的工作小组于长春获得此卷，交由原东北博物馆收藏，后博物馆将它与北宋崔白《寒雀图》卷、吴元瑜《荔枝图》卷一同送交国家文物局，文物局将它们转入故宫博物院庋藏。,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58defdbf1dcc1.jpg,赵昌,故宫博物院
绘画,治淮图卷局部,清,,全卷长543.5厘米、宽46.3厘米,,淮河与黄河同为北方水运之大患，清初十分重视对黄淮的治理，特别是淮安的清口和高家堰，其地当黄、淮、运三河的交汇处，治河、导淮、济运的关键工程集中在淮安的清口一带。只要运河自然畅通，漕运自可无虞。这幅治淮图卷详尽描绘了清初治河的情景。,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201011241519443059.jpg,赵澄绘,中国国家博物馆
绘画,赵芾江山万里图卷,南宋,纸,纵45.1cm，横992.5cm。,山水,江山万里为绘画中常见的题材，早在唐代便已出现。据载，李思训曾穷三月时间绘嘉陵江三百里的景象于壁上，后来唐玄宗命吴道子在大同殿绘同一题材，一日即成，两者相较，各有千秋。北宋年青的画家王希孟则以青绿山水的形式创作了《千里江山图》卷（藏北京故宫博物院）。赵芾的《江山万里图》卷是这类题材作品中风格独具，别开生面的一幅佳构。展开画卷，云遮雾掩，崇山连绵，数尺之后方现曲折的江岸，三两旅人沿路缓行，航船数只待客于山脚渡口。随之则是“惊涛拍岸，卷起千堆雪”，继而孤岭突起，峰回路转，茅舍村屋，行旅往来。最后用茫茫无际的大海终结画面，水天一色，气势磅礴。拖尾上有明代钱维善、张宁、陆树声等人的诗跋。从图中的绘画技法不难看出，赵芾是师从宋代画家李唐，又广采博学，别具一格。山石用笔挺劲，先用淡墨勾皴，再以浓墨、重墨细绘局部轮廓，墨色的浓淡轻重相得益彰。对水的描绘占画面的比例颇大，同时也是此图的成功所在。波浪主要用淡墨勾出，复用淡墨染深，以现出惊涛穿空之势，可谓“前无古人”，堪称南宋绘画的杰作。明代文嘉《钤山堂书画记》、汪砢玉《珊瑚网画跋》卷二三，清代卞永誉《式古堂书画汇考·画考》卷二、《石渠宝笈·初编》卷三二等书著录。,https://img.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec8b88b01fd.jpg,赵芾,故宫博物院
绘画,赵雍等元五家合绘卷,元,,,山水,此卷包括元代5位画家的5件绘画作品，作品尺幅相近，后人将其合裱为一卷。其一《松溪钓艇图》，元，赵雍作，纸本，墨笔，纵30cm，横52.8cm。款署：“至正二十年二月既望仲穆画。”钤“仲穆”、“魏国世家”。另有清乾隆皇帝御题诗及鉴藏印。至正二十年为1360年，赵雍时年72岁。图绘近岸坡石双松，孤舟钓叟，隔水平峦远岫，意境清幽，笔墨苍润。（二）《墨梅图》，元，王冕作，纸本，墨笔，纵31.9cm，横50.8cm。自题：“吾家洗研池头树，个个花开淡墨痕。不要人夸好颜色，只流清气满乾坤。王冕元章为良佐作。”钤“元章,https://img.dpm.org.cn/Uploads/Picture/2017/10/26/s59f14ceb40d87.jpg,赵雍 王冕 朱德润等,故宫博物院
绘画,赵霖昭陵六骏图卷,金,绢,纵27.4cm，横444.9cm。,花鸟,此图依据唐太宗昭陵六骏石刻而绘，全卷分六段，每段画一马，旁有题赞。骏马的形态既忠于原作，又注意发挥绘画之长，通过遒劲的笔法和精微的设色，将马匹的毛色表现得更加真实自然，战骑驰骋疆场的雄姿也刻画得十分生动。无论是奔驰、腾跃，还是徐行、伫立，都能曲尽其态。六骏中，有侍者率引的飒露紫最为精采。据《旧唐书·王行恭传》记载：“初，从讨王世充，会战于邙山之上，太宗欲知其虚实强弱，乃与数十骑冲之，直出其后，众皆披靡，莫敢当其锋，所杀伤者甚众。寻有劲骑数人追及太宗，矢中御马，行恭乃回骑射之，发无不中，余贼不敢复前，然后下马拔箭，以其所乘马进太宗。行恭于御马前步执长刀，巨跃大呼，斩数人，突阵而出，得入大军。贞观中，有诏刻石为人马以像行恭拔箭之状，立于昭陵阙前。”画面选取的正是王行恭为飒露紫拔箭的刹那情景，粗壮膘悍的王行恭，右手拔箭，左手推抚，身体后倾，目光温和，疼爱之情溢于言表。受伤的马驯顺地伫立，马头与王行恭紧紧相贴，也极富感情色彩。飒露紫前腿紧绷，后腿微屈，极细微地描绘出了战马强忍剧痛的动态。在细节刻画方面，此画较之石刻更加精微。其余五匹，拳毛騧为李世民平刘黑闼时所乘，特勒骠为征宋金刚时所骑，均作徐步行进状，双耳竖起，目光有神。身中九箭的拳毛騧，起步轻捷，头部前昂，更显得英俊坚毅，透出久经沙场之神骏的不凡气质。白蹄乌、青骓、什伐赤分别为李世民与薛仁果、窦建德、王世充作战时乘骑，皆作奔驰之状，四蹄腾空，鬃毛飞扬，突出了飞奔的动态和勇猛的冲势，呈现出冲锋陷阵时的雄姿。六匹骏马以不同的动作、神情、气势，表现出共有的轩昂雄健气宇，在历代战马图像中堪称上乘之作。从画风看，此图明显吸收了汉族艺术传统，继承唐和北宋时代的画马技法，尤多唐代韩干遗韵。造型准确朴拙，线描柔和匀细，设色浓重沉厚，渲染富有质感。此图出自金代画家赵霖之手，为其存世孤本。每段题赞为金代著名书法家赵秉文所写，赵的流传书迹也甚少。唐昭陵六骏浮雕在宋初被勒石摹刻，此画与石刻拓片的线条结构几乎一致，赵霖很可能参酌了北宋的石刻拓片（原石刻现藏陕西省博物馆）而作。该卷引首有乾隆帝书《昭陵石马歌》，后幅有赵秉文题记，指出作者是赵霖。《石渠宝笈·续编》、《石渠随笔》等书著录。,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58defe50d83b7.jpg,赵霖,故宫博物院
绘画,边寿民芦雁图扇页,清,纸,纵17.4cm，横52.5cm。,山水,扇页有自题：“于陵于陆羽缤纷，岂逐菰蒲野鹜群。昨日秋风看矫翮，一行冲破碧天云。并题为翼翁研长兄清品。苇间居士边寿民。”钤“寿民”白文印、“颐公”朱文印。此图是作者送给友人的画作。图绘两只大雁在芦塘边，欲行又止的情景。边寿民为了画好雁，曾“结茅苇际”，与雁为伍，每日细致观察雁的行、卧、翔各种姿态，故其笔下的大雁，符合解剖学，具有造型生动写实的特点。此图不打图稿，直接以墨或色加以绘制，显示了一定的艺术水准。,https://img.dpm.org.cn/Uploads/Picture/dc/60291[1024].jpg,边寿民,故宫博物院
绘画,邵弥松岩高士图扇页,明,纸,纵16.8cm，横56cm。,人物,自题：“颐堂无事，静坐焚香，作此松岩高士图以志兴。时壬午春二月也，邵弥。”钤“邵”、“僧”、“弥”朱白文联珠印。“壬午”是崇祯十五年（1642），邵弥时年50岁。图绘孤松垂萝，一红衣高士携琴坐于流云浮动的石台上，凝神远眺。此图是邵弥逝世当年画给自己的“志兴”之作，清逸劲秀的笔墨，淡雅清新的设色，代表了他晚年成熟期的风貌。,https://img.dpm.org.cn/Uploads/Picture/dc/59639[1024].jpg,邵弥,故宫博物院
绘画,芙蓉双鹭图,清,,长163.6厘米、宽94厘米,,这幅《芙蓉双鹭图》轴为纸本、设色，款署“臣邹一桂恭画”，画的左上角有乾隆帝题七言诗一首，是清代宫廷藏画。,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201011261507006335.jpg,邹一桂,中国国家博物馆
绘画,邹喆山水图扇页,清,金笺,纵16.6cm，横51.9cm。,山水,扇页有自题：“庚子春月写似子玄词宗。石城邹喆。”钤“邹喆”、“方鲁”白文印二方。“庚子”是清顺治十七年（1660年）。邹喆作为民间的职业画家，与金陵画派的龚贤、樊圻、叶欣等人有许多共同之处，并称“金陵八家”。他们在艺术上承袭古人的传统，但是反对泥古不化，反对把山水画艺术降低为单纯的皴擦点染的笔墨技术。他们主张在继承传统的基础上，师法自然造化，所以常用画笔表现身边的山形地貌。此作即是以俯瞰式的构图，绘南京万木峥嵘的春天景致。作品布局平稳开阔，颇具气势；用笔尖劲，工写结合，墨与色富于浓淡变化，是邹氏的精心之作。,https://img.dpm.org.cn/Uploads/Picture/dc/59661[1024].jpg,邹喆,故宫博物院
绘画,郁风山空秋色图,近现代,,纵60cm，横60.5cm。,山水,,https://img.dpm.org.cn/Uploads/Picture/dc/55923.jpg,郁风,故宫博物院
绘画,郁风火焰山图,近现代,,纵101.5cm，横68.5cm。,山水,,https://img.dpm.org.cn/Uploads/Picture/dc/55925.jpg,郁风,故宫博物院
绘画,郁风春风吹又生图,近现代,,纵38.5cm，横33cm。,花鸟,,https://img.dpm.org.cn/Uploads/Picture/dc/55927.jpg,郁风,故宫博物院
绘画,郁风春江水暖鸭先知图,近现代,,纵93cm，横84.5cm。,山水,,https://img.dpm.org.cn/Uploads/Picture/dc/55926.jpg,郁风,故宫博物院
绘画,《松鹤回春图》轴,清,绢,纵182厘米 横90厘米,,此图系郎世宁为清君所绘。图中古松傲立，虬干劲枝；灵芝簇簇，翠竹映红；鹤鹤于飞，下上其舞；清流弯弯，远山渺渺。此图以中国传统绘画视角写中国传统吉祥题材，图中山石、树木亦有中国绘画之皴擦；但是，图中造成明显立体感的明暗处理，造型准确、精细、富于质感的仙鹤写生，以及鹤白、松绿、花粉、竹翠、坡绛之色彩绚丽、浓重，均是典型西洋绘画之技法。此图是一幅典型郎世宁风格的中西合璧之作。,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201408161709389668.jpg,郎世宁,中国国家博物馆
绘画,郎世宁乾隆皇帝阅骏图屏,清乾隆,纸,纵134.1cm，横138.2cm。,人物,款识：“臣郎世宁恭绘。”下钤“臣郎世宁”白文方印、“恭画”朱文方印。本幅上方钤“乾隆御览之宝”。图绘年约40岁的乾隆皇帝，一身休闲的高士装扮，在雕梁画栋的游亭内，品茶赏马的景致。马，是乾隆皇帝重要的交通工具之一，他每每出宫巡视各地或秋狝狩猎均要带上良驹快马以备随时骑用。于是各地尤其是游牧民族地区一旦有良种马，纷纷敬献宫廷，以邀恩宠。乾隆皇帝对献上来的马非常重视，不仅对它们精心驯养，而且还令宫廷画家将它们画下来，以作永久的纪念。郎世宁年轻时受过较为系统严格的绘画训练，是清宫最重要的画马名家。他笔下的马无论是奉敕依照真马写生，还是根据自己的观察而创作的人马画、群马图，均形神兼备，这与他拥有严谨的西洋解剖学，坚实的素描功底密不可分。图中种类繁多的树木和陡峭的山峦应由中国宫廷画家所绘，其茂盛的树木与开阔的水域、苍茫的远山相互映照，显现出疏密变化的节奏，同时，也生动地表现出夏季郊野的幽静和湿润。从画面来看，背景的山石当出自中国宫廷画家金廷标之手。此图为贴落式装潢，四周以蓝色绫圈边，画心污迹较重，应该是绘成后贴于某宫或某殿以便乾隆皇帝随时观赏之作。,https://img.dpm.org.cn/Uploads/Picture/dc/54334.jpg,郎世宁,故宫博物院
绘画,郎世宁等平定西域战图册之凯宴成功诸将士,清乾隆,纸,纵55.4cm，横90.8cm。,人物,画幅上部乾隆皇帝御题“凯宴成功诸将士得诗八首”，款识：“庚辰上巳日作，御笔。”钤“古希天子”圆形朱文印。此为《平定西域得胜图》册中的一开，图绘时年51岁的乾隆皇帝于乾隆二十六年（1761年）正月，在修葺一新的西苑紫光阁，为西征的将士们举行庆功宴的场景。西征将士与被邀请的满、蒙、回王公贵族在紫光阁前分列两旁，跪迎乘坐肩舆而来的乾隆皇帝，场面隆重而热烈。由于《平定西域得胜图》册是在西洋画家创作的基础上，又经法国人刻制而成的，因此，它带有浓郁的西洋绘画风格，图中所绘楼阁、宝帐、树木、桥、塔等写实逼真，富有立体感。乾隆皇帝及众官兵的形象已失去了他们本身的肖像画的特征，具有西洋人深目高鼻的神采。西域是西汉以后对甘肃玉门关以西地区的总称，至公元19世纪末，西域之名才废弃不用。乾隆朝时，位处西域的准噶尔部达瓦齐、阿睦尔撒纳和回部大小和卓木霍集占兄弟先后反清。乾隆皇帝遂遣兵西征并平定了他们的叛乱。乾隆皇帝为了弘扬将士们不畏艰辛、骁勇善战的顽强精神，谕令宫廷西洋画家郎世宁、王致诚、艾启蒙、安德义创作了表现当时主要战役进程的《平定西域战图》册（共16开）。图成后，乾隆皇帝为了使大清的业绩彪炳史册，弘扬军威国力，谕令两广总督李侍尧将《平定西域得胜图》画稿送交法国，由掌握娴熟铜版画技术的法国宫廷良匠柯升、勒巴等人制成铜版。历时11年后，印成的铜版画与铜刻版及原画稿均送回中国。,https://img.dpm.org.cn/Uploads/Picture/dc/54327.jpg,郎世宁,故宫博物院
绘画,郎世宁郊原牧马图卷,清,绢,纵51.2cm，横166cm。,花鸟,此画又称《八骏图》，画面上八匹骏马散放于郊外旷野之中，或卧，或立，或吃草，或嬉戏，自在悠闲，放牧者在树下休憩观望。放牧题材的画作不是对单匹马的写生，而是综合、融汇了各种马匹的形象，所以在创作过程中画家更能充分地发挥想象力，使马匹显得活泼自然、生动有趣。画家借助了西方追求如实表现物象体积感和立体感的绘画技巧，将马的各种姿态刻画得活灵活现，甚至连毛发的光泽也清晰地呈现在观者眼前，令人有呼之欲出之感，这是中国艺术史中以郎世宁为首的“海西画派”所独有的艺术风格。图中背景的树木、山石、花草全用明暗变化来表现形态，由此判断该画应是郎氏在雍正年间所创作，因为到了乾隆时期，在郎世宁的绘画中往往自己仅画出人物、鞍马，背景则由中国画家补绘。骏马是郎世宁作品中常见的绘制对象，他笔下的马匹真实生动，更重要的是他领会了马在中国传统文化中的象征意义。自古以来，马是社会贤良的象征，封建帝王命宫廷画家以马为题材进行创作寓意着尊重社会栋梁、求贤若渴的殷切希望。郎氏以“八骏”入画并非偶然，渊源有自。据传古代周穆王有八匹良骥，一说是绿耳、盗骊、白义、逾轮、山子、渠黄、华骝和赤骥（见《穆天子传》），另一说为绝地、翻羽、奔宵、超影、逾辉、超光、腾雾、挟翼（见《拾遗记》），周穆王曾经驾驭这八匹骏马遨游西方。于是，图写八骏亦有为君主歌功颂德、彰显威仪的含义。,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58def9294d78f.jpg,郎世宁,故宫博物院
绘画,郎世宁哨鹿图轴,清,绢,纵267.5cm，横319cm。,人物,《哨鹿图》轴的内容是清乾隆六年（1741年），皇帝到木兰行围（即打猎）的实况记录。画面最前行列的第三人，佩带红锦“撒袋”（即装弓的袋）骑白马的就是乾隆皇帝，这一年他30岁。乾隆三十九年（1774年），他在《御制题写照哨鹿图》中说写道：这幅图是辛酉年（即乾隆六年)，他第一次到木兰行围，命郎世宁画的。当时扈从的大臣们，比他年长的有来保等，比他年少的有傅恒等，共计12人，而今天这些人都已死了，所以很有感慨。来保于乾隆二十九年（1764年）卒，是武英殿大学土。傅恒后来官居保和殿大学土，封忠勇公。图中前列没有胡子的一人可能是傅恒，而来保则无法指出了。木兰在热河北部。从康熙四十八年（1709年）建造避暑山庄行宫，到嘉庆二十五年（1820年），皇帝每年（其间也有间断）率领王公大臣、八旗护军、内外蒙古和北方各少数民族到木兰行围四十余日。哨鹿是预先命人吹号角仿效鹿鸣，可以引来很多鹿。这幅画是描绘行围的全体行列刚刚进入木兰山区的景象。乾隆和近景的一些主要人物，都具有西法肖像画的特点。可以看出是写生的作品，衣物马匹刻画精细入微，立体的质感很强，但明暗的反差相当柔和，与纯粹中国书法的背景山树统一和谐。大队人马在行进中的气氛生动逼真，由于远近人物的此例适中，更增加了画面的深远。乾隆皇帝和领侍卫内大臣、御前侍卫等一行近景人物，当然是郎世宁画的。但如此大画不可能一人完成，当时画院常有通力合作的画。这幅画也不例外地必定有中国画家以及法国画家王致诚等人的笔墨，是一幅中西画家合作的巨画。,https://img.dpm.org.cn/Uploads/Picture/dc/13414[1024].jpg,郎世宁,故宫博物院
绘画,郎世宁花鸟图册,清,绢,纵32.6cm，横28.6cm。,花鸟,款署：“臣郎世宁敬画”，下钤“郎世宁”朱文印、“写生”白文印。每开均有钤“郎世宁”、“写生”印。鉴藏玺印有：“乐寿堂读书记”、“古希天子”、“乾隆御览之宝”、“八徵耄念之宝”、“嘉庆御览之宝”、“养心殿鉴藏宝”等。每开均有乾隆朝内阁大臣梁诗正的题诗。此图册分别描绘了牡丹、兰花、罂粟、萱草、荷花、梅花等艳丽多姿的花卉和体态生动的蝶、鸟。构图上取法中国传统花鸟画的格局，以虚托实，注重对所绘物象的突出。在表现技法上，则充分发挥了欧洲绘画注重明暗及透视的特点，以工致细腻的笔触，刻画出花瓣、叶片以及鸟雀的羽毛质感和体积感，呈现出与传统的中国花鸟画迥然不同的艺术风貌。这种“中西合璧”的画风成为清代宫廷绘画艺术的一大特色，受到了清皇室的青睐。《石渠宝笈》著录。,https://img.dpm.org.cn/Uploads/Picture/dc/52108.jpg,郎世宁,故宫博物院
绘画,郎世宁等乾隆皇帝射猎图轴,清乾隆,绢,纵115cm，横181.4cm。,人物,款识：“臣郎世宁恭绘。”下钤“臣世宁”白文方印、“恭绘”朱文方印。乾隆皇帝御题诗三首，款署：“南苑行围即事三首，乙亥暮春御笔。”钤“乾隆宸翰”白文方印、“得象外意”朱文方印、“研露”朱文长方印。“乙亥”是乾隆二十年（1755年），乾隆皇帝时年45岁。此图表现乾隆帝及近亲王公大臣在南苑猎场捕射野兔的动感瞬间。作者通过骑在骏马上精悍的人物与狂奔逃命的野兔准确而且传神的刻画，成功地展示出乾隆皇帝娴熟的骑技和尚武骑射的创作主题。从乾隆皇帝的御制诗中可知，他此次南苑狩猎“是日凡中八兔”，可谓战绩骄人。从笔法上分析，图中乾隆皇帝的肖像及马无疑应出自郎世宁之手，山石树木等衬景则来自中国的宫廷画家之笔。乾隆皇帝作为以畜牧、游猎为主的满族人后裔，严格遵守被清朝诸先帝奉为“满洲根本”、“先正遗风”的骑射尚武典制。他通过带有游乐性质的狩猎活动，将满族人弯弓射箭的传统习俗发扬光大。乾隆皇帝为了弘扬这种尚武精神，谕令宫廷西洋画师郎世宁以及中国宫廷画家创作了数十幅专门表现他行围狩猎场景的画作，此图便是其中之一。它们真实地纪录了乾隆皇帝在不同的历史时期，紧张而热烈的狩猎情景。同时，展示了乾隆帝行猎时所使用的枪、戟、箭等各种兵器，为研究乾隆朝的皇室武备无疑提供了难得的形象资料。,https://img.dpm.org.cn/Uploads/Picture/2019/02/22/s5c6f85a3a3e86.jpg,郎世宁等,故宫博物院
绘画,《西湖图》轴,清,绢,纵59厘米 横44.6厘米,,,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201408081140524578.jpg,郑岱,中国国家博物馆
绘画,华封三祝图轴,清,纸, 纵167.7厘米、横92.7厘米,,,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201108261738176464.jpg,郑燮,中国国家博物馆
绘画,兰竹图,清,,纵134.3厘米、横75厘米,,,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201011261458187870.jpg,郑燮,中国国家博物馆
